x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
2,1.93601e+06,1.94251e+06,2.13942e+06,2.20233e+06,6.49881,6.4228,6.15755,5.89251
3,2.78405e+06,2.77863e+06,2.99361e+06,2.77975e+06,6.93039,6.64771,6.35249,5.9553
4,3.49945e+06,3.70521e+06,3.82784e+06,3.39549e+06,6.77133,6.59483,6.25766,5.89705
5,3.91391e+06,4.56567e+06,4.65942e+06,3.87621e+06,7.186,6.56785,6.35606,6.0771
6,4.37573e+06,5.503e+06,5.50045e+06,4.28227e+06,6.93665,6.50257,6.26922,5.89515
7,4.51133e+06,5.48131e+06,5.43386e+06,4.34956e+06,7.14693,6.12348,5.83703,6.03912
8,4.70214e+06,5.45996e+06,5.50306e+06,4.71923e+06,7.07694,5.8459,5.68206,5.98407
10,4.79548e+06,5.4808e+06,5.4639e+06,4.6302e+06,7.07833,5.65724,5.62798,5.94507
