x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
-25,3.35494e+06,3.65508e+06,3.73349e+06,3.67306e+06,7.45165,7.58886,5.91182,6.53477
-22.5,3.39995e+06,3.66175e+06,3.66417e+06,3.61374e+06,7.11682,7.39152,5.66324,6.29323
-20,3.42269e+06,3.68777e+06,3.70703e+06,3.56895e+06,6.78036,7.0047,5.61657,5.87624
-17.5,3.39836e+06,3.66742e+06,3.77283e+06,3.51802e+06,6.59423,6.46563,5.64853,5.51505
-15,3.42703e+06,3.66785e+06,3.88101e+06,3.47782e+06,6.17201,6.04652,5.46619,5.23577
-12.5,3.4899e+06,3.6872e+06,4.0034e+06,3.58959e+06,6.15501,5.80861,5.6206,5.17558
-10,3.65235e+06,3.71657e+06,4.08089e+06,3.61314e+06,6.27263,5.76326,5.64073,5.09671
-7.5,3.70203e+06,3.82923e+06,4.27298e+06,3.86581e+06,6.2195,5.77873,5.77149,5.182
-5,3.92082e+06,3.86895e+06,4.55758e+06,3.89993e+06,6.13685,5.78511,5.56747,5.15669
