x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-20,2.58888e+06,2.70569e+06,2.86336e+06,2.7884e+06,2.82357e+06,6.16778,6.30288,5.73125,6.20061,6.20055
-15,2.96334e+06,2.91158e+06,2.9313e+06,2.81119e+06,2.81035e+06,4.46377,5.29796,3.06353,4.23106,4.23121
-10,2.90341e+06,2.8822e+06,3.03652e+06,2.99432e+06,2.91816e+06,2.99691,3.36361,2.59655,3.06322,3.03021
-5,3.14298e+06,3.104e+06,3.39522e+06,3.16821e+06,3.18906e+06,2.59647,2.59645,2.59658,2.5963,2.59632
0,3.63278e+06,3.3697e+06,4.05146e+06,4.06094e+06,4.01799e+06,2.59615,2.59668,2.59621,2.59585,2.5959
