x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-20,2.53394e+06,2.723e+06,2.84824e+06,2.71817e+06,2.77533e+06,5.90063,6.20232,5.29787,6.00059,6.00052
-15,2.93484e+06,2.95281e+06,2.77709e+06,2.87104e+06,2.79325e+06,4.69813,5.29789,3.19722,4.1974,4.19815
-10,2.92563e+06,2.73218e+06,3.01357e+06,2.96981e+06,2.8556e+06,2.89674,3.39734,2.59669,3.19613,3.09686
-5,3.11457e+06,3.1037e+06,3.45101e+06,3.2346e+06,3.2346e+06,2.59632,2.59609,2.59649,2.5963,2.5963
0,3.78113e+06,3.37646e+06,4.14102e+06,4.17935e+06,4.0886e+06,2.5955,2.59657,2.59644,2.59573,2.59581
