x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-20,2.64456e+06,2.75672e+06,2.8081e+06,2.81836e+06,2.82125e+06,5.15802,5.79957,3.97016,5.1123,5.09749
-15,2.9501e+06,2.8674e+06,2.91426e+06,2.77301e+06,2.75781e+06,3.4441,3.97489,2.5939,3.47489,3.49501
-10,2.90413e+06,2.91315e+06,3.07729e+06,3.05216e+06,3.03181e+06,2.67398,2.77383,2.59354,2.67326,2.67342
-5,3.10617e+06,3.12539e+06,3.29406e+06,3.1348e+06,3.15697e+06,2.59363,2.59333,2.59382,2.59336,2.59337
0,3.59857e+06,3.38962e+06,4.04635e+06,4.03792e+06,4.05502e+06,2.59316,2.5936,2.59313,2.58743,2.58725
