x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
2,4.27318e+06,4.06353e+06,4.55488e+06,4.84557e+06,8.06134,8.29432,7.66144,7.25446
3,4.542e+06,4.3052e+06,4.85188e+06,5.32773e+06,7.96279,8.09437,7.34506,6.77087
4,4.78524e+06,4.61592e+06,5.05541e+06,5.69066e+06,7.64558,7.76136,6.99084,6.29205
5,4.96688e+06,5.0472e+06,5.19335e+06,6.00242e+06,7.62896,7.35144,6.81296,6.02141
6,5.08722e+06,5.51207e+06,5.29111e+06,6.22008e+06,7.41084,6.7867,6.65499,5.72716
7,5.23257e+06,5.40935e+06,5.29806e+06,6.34307e+06,7.34098,6.74432,6.63409,5.63393
8,5.23166e+06,5.51276e+06,5.27304e+06,6.43281e+06,7.3048,6.52382,6.66237,5.51287
10,5.23635e+06,5.43288e+06,5.2717e+06,6.55156e+06,7.35766,6.54186,6.65408,5.36688
