x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
4,4.25808e+06,5.39807e+06,5.62752e+06,5.32547e+06,5.31187e+06,2.19574,2.1294,2.06817,2.16713,2.16474
5,4.00959e+06,4.42819e+06,4.72999e+06,4.61178e+06,4.61758e+06,2.4844,2.49789,2.4787,2.46885,2.47473
6,3.74794e+06,3.84569e+06,4.22834e+06,4.02699e+06,4.03133e+06,2.55397,2.56767,2.54991,2.54686,2.54521
7,3.38088e+06,3.40589e+06,3.73044e+06,3.62936e+06,3.63542e+06,2.58726,2.58405,2.58705,2.58189,2.5818
