x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-20,2.5189e+06,2.51297e+06,2.48912e+06,2.51297e+06,2.59762e+06,6.69397,7.67742,6.38322,7.67742,6.99562
-15,2.52888e+06,2.57903e+06,2.58345e+06,2.57903e+06,2.64972e+06,5.70995,6.20735,5.1152,6.20735,5.90681
-10,2.63357e+06,2.6199e+06,2.81429e+06,2.6199e+06,2.72695e+06,5.15147,5.22416,5.04357,5.22416,5.16152
-5,3.07448e+06,2.81841e+06,3.15473e+06,2.81841e+06,3.14096e+06,5.04425,5.04335,5.04375,5.04335,5.0429
0,3.41709e+06,3.28059e+06,3.91061e+06,3.28059e+06,3.81949e+06,5.04423,5.04299,5.04321,5.04299,5.04267
