x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
3,4.95204e+06,5.31403e+06,4.6652e+06,6.36925e+06,3.15346,2.46324,2.68393,1.14434
4,4.86811e+06,5.32439e+06,4.96486e+06,6.24529e+06,4.87104,4.17884,4.19183,2.6737
5,4.80484e+06,4.83778e+06,5.07569e+06,5.97354e+06,6.44717,6.36874,5.66834,4.64829
6,4.78524e+06,4.61592e+06,5.05541e+06,5.69066e+06,7.64558,7.76136,6.99084,6.29205
7,4.67045e+06,4.41996e+06,5.02694e+06,5.45904e+06,8.61861,8.80009,8.02338,7.55114
8,4.60716e+06,4.32273e+06,4.95696e+06,5.23571e+06,9.31507,9.46856,8.81007,8.46752
