x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
3,4.61447e+06,4.72246e+06,5.13781e+06,6.27138e+06,6.27138e+06,2.84241,4.05152,3.1814,2.63091,2.63091
4,3.38052e+06,5.12606e+06,4.91764e+06,4.77688e+06,4.77688e+06,5.80725,4.50682,4.50166,4.90286,4.90286
5,3.74937e+06,4.5053e+06,4.45141e+06,4.60645e+06,4.56094e+06,5.79774,6.09262,5.38404,5.47841,5.48141
6,3.47324e+06,3.76403e+06,3.86663e+06,3.58456e+06,3.59116e+06,5.88763,6.1333,5.63487,6.05546,6.0567
7,3.12645e+06,3.05223e+06,3.10434e+06,3.12371e+06,3.18492e+06,5.95275,6.73962,5.73794,6.23904,6.16618
8,2.74293e+06,3.10544e+06,2.85971e+06,2.97197e+06,2.9488e+06,5.98945,6.61588,5.67527,5.98792,5.98802
