x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
-25,3.87914e+06,3.88482e+06,3.92984e+06,4.69852e+06,5.2666,5.09755,4.93562,4.50286
-22.1429,4.11894e+06,4.03682e+06,4.10385e+06,4.91736e+06,5.08711,4.98495,4.80906,4.33582
-19.2857,4.38861e+06,4.24272e+06,4.43542e+06,5.14594e+06,4.8799,4.83341,4.59102,4.17232
-16.4286,4.65927e+06,4.48803e+06,4.84438e+06,5.37943e+06,4.66717,4.65165,4.29387,3.98006
-13.5714,4.90061e+06,4.74098e+06,5.06883e+06,5.57078e+06,4.47427,4.46251,4.10687,3.82216
-10.7143,5.09172e+06,4.96585e+06,5.09363e+06,5.74962e+06,4.32094,4.29321,3.96477,3.67704
-7.85714,5.22702e+06,5.14001e+06,4.99151e+06,5.87623e+06,4.21274,4.1622,3.9543,3.55649
-5,5.31396e+06,5.25995e+06,5.10151e+06,5.96565e+06,4.14406,4.07256,3.84515,3.47913
