x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-20,2.58355e+06,2.41704e+06,2.49356e+06,2.41704e+06,2.61166e+06,6.65812,7.63073,6.25265,7.63073,6.96189
-15,2.49656e+06,2.61328e+06,2.60478e+06,2.61328e+06,2.71406e+06,5.66766,6.17811,5.11008,6.17811,5.81467
-10,2.65567e+06,2.57298e+06,2.79648e+06,2.57298e+06,2.75965e+06,5.15607,5.24093,5.04372,5.24093,5.18034
-5,3.07853e+06,2.76158e+06,3.10287e+06,2.76158e+06,3.109e+06,5.04417,5.04377,5.04406,5.04377,5.04268
0,3.44358e+06,3.23198e+06,3.96854e+06,3.23198e+06,3.7857e+06,5.04422,5.04309,5.04316,5.04309,5.04302
