x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
-25,2.75493e+06,2.78373e+06,2.84251e+06,2.90546e+06,8.37863,8.56326,7.48461,7.80405
-22.5,2.73475e+06,2.83975e+06,2.87876e+06,2.87921e+06,7.95849,8.3716,6.84915,7.32468
-20,2.77334e+06,2.82688e+06,2.85999e+06,2.78179e+06,7.61583,7.9566,6.35511,6.87728
-17.5,2.77352e+06,2.77053e+06,2.90822e+06,2.75408e+06,7.29934,7.3999,6.21714,6.55786
-15,2.80253e+06,2.833e+06,3.01781e+06,2.82247e+06,6.76513,6.77047,6.14172,6.16596
-12.5,2.93879e+06,2.87395e+06,3.149e+06,2.87085e+06,6.63629,6.43921,6.21664,5.97222
-10,3.11903e+06,2.9235e+06,3.30019e+06,2.96156e+06,6.60146,6.24209,6.2424,5.94106
-7.5,3.2461e+06,3.02903e+06,3.6055e+06,3.06504e+06,6.57618,6.30747,6.23801,5.90033
-5,3.46534e+06,3.22048e+06,3.94168e+06,3.33181e+06,6.47002,6.24779,6.21303,5.9248
