x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-20,2.36814e+06,2.4717e+06,2.53255e+06,2.4717e+06,2.54151e+06,6.60275,7.41577,5.97817,7.41577,6.66922
-15,2.41216e+06,2.71355e+06,2.49729e+06,2.71355e+06,2.91239e+06,5.90215,6.28935,5.1448,6.28935,5.79859
-10,2.96358e+06,2.59335e+06,2.75291e+06,2.59335e+06,2.7205e+06,5.10025,5.13372,5.04373,5.13372,5.04379
-5,2.96513e+06,2.8437e+06,3.11797e+06,2.8437e+06,3.09507e+06,5.04463,5.04357,5.04398,5.04357,5.04339
0,3.61262e+06,3.40381e+06,4.17681e+06,3.40381e+06,3.78008e+06,5.04334,5.0424,5.04318,5.0424,5.04275
