x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-25,2.69344e+06,2.74846e+06,2.73457e+06,2.82275e+06,2.80369e+06,6.34116,6.50523,6.04846,6.29507,6.29616
-22.1429,2.73038e+06,2.7875e+06,2.8201e+06,2.84979e+06,2.86114e+06,5.65389,6.14014,4.83397,5.65731,5.67128
-19.2857,2.74069e+06,2.80859e+06,2.80482e+06,2.86795e+06,2.89016e+06,4.86384,5.60458,3.53395,4.91419,4.9061
-16.4286,2.72587e+06,2.82598e+06,2.83626e+06,2.86273e+06,2.87041e+06,4.01101,4.64856,2.7817,4.01396,4.01047
-13.5714,2.77472e+06,2.80668e+06,2.87463e+06,2.88713e+06,2.89559e+06,3.17457,3.52793,2.59591,3.15861,3.15809
-10.7143,2.81085e+06,2.85699e+06,3.00618e+06,3.00009e+06,2.97662e+06,2.72258,2.79373,2.59157,2.69192,2.69348
-7.85714,2.94853e+06,2.94121e+06,3.16329e+06,3.11713e+06,3.11871e+06,2.61129,2.62126,2.59252,2.60869,2.60775
-5,3.12691e+06,3.07667e+06,3.39629e+06,3.29942e+06,3.30032e+06,2.59348,2.59906,2.59342,2.5931,2.59263
