x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe,random_deadline_vio,norm_deadline_vio,qoe_deadline_vio,exhaustive_deadline_vio,ga_deadline_vio,random_semantic_vio,norm_semantic_vio,qoe_semantic_vio,exhaustive_semantic_vio,ga_semantic_vio
-10,2.85491e+06,2.86507e+06,2.95882e+06,3.01927e+06,3.02546e+06,2.67404,2.69414,2.59391,2.68813,2.68806,0.01,0.0125,0,0.0125,0.0125,1,1,1,0.9975,0.9975
-5,3.0637e+06,3.0948e+06,3.39598e+06,3.46346e+06,3.4568e+06,2.59364,2.59348,2.59356,2.59284,2.5928,0,0,0,0,0,1,1,1,1,1
0,3.6463e+06,3.45881e+06,4.28359e+06,3.99953e+06,3.99077e+06,2.59364,2.59375,2.5926,2.58224,2.58241,0,0,0,0,0,1,1,1,0.995,0.995
