x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe,random_deadline_vio,norm_deadline_vio,qoe_deadline_vio,exhaustive_deadline_vio,ga_deadline_vio,random_semantic_vio,norm_semantic_vio,qoe_semantic_vio,exhaustive_semantic_vio,ga_semantic_vio
-25,2.67453e+06,2.78927e+06,2.76934e+06,2.82293e+06,2.81837e+06,6.30927,6.46361,5.9225,6.26152,6.26041,0.46275,0.4815,0.41525,0.457,0.457,0.99975,0.9995,1,0.999,0.9985
-22.1429,2.69397e+06,2.76824e+06,2.7697e+06,2.85725e+06,2.858e+06,5.546,6.09192,4.6664,5.56794,5.55896,0.36825,0.436,0.25875,0.37125,0.37,0.9995,1,0.99975,0.99875,0.99925
-19.2857,2.73317e+06,2.79746e+06,2.84343e+06,2.89502e+06,2.89188e+06,4.73811,5.55753,3.3993,4.78358,4.78104,0.26775,0.37,0.10075,0.27375,0.27375,0.9995,0.9995,0.99925,0.9985,0.99725
-16.4286,2.74969e+06,2.80335e+06,2.87497e+06,2.89328e+06,2.88835e+06,3.94851,4.63899,2.74017,3.98691,3.99093,0.16925,0.25575,0.01825,0.17425,0.17475,0.9995,0.9985,1,0.999,0.999
-13.5714,2.77556e+06,2.82207e+06,2.88658e+06,2.8917e+06,2.89306e+06,3.20565,3.51446,2.59739,3.19762,3.19816,0.0765,0.115,0.0005,0.07575,0.07575,0.9995,0.99975,0.99975,0.99875,0.999
-10.7143,2.85729e+06,2.86727e+06,2.9805e+06,3.02024e+06,3.01051e+06,2.71145,2.80317,2.59318,2.69767,2.70228,0.01475,0.02625,0,0.0135,0.014,0.99975,0.9995,0.99975,0.99825,0.9985
-7.85714,2.9902e+06,2.93721e+06,3.12832e+06,3.09564e+06,3.09848e+06,2.61813,2.62131,2.59313,2.61071,2.60673,0.00325,0.0035,0,0.0025,0.002,0.99925,0.99975,0.99975,0.99875,0.99875
-5,3.13948e+06,3.05991e+06,3.41772e+06,3.3474e+06,3.33031e+06,2.59513,2.59596,2.59228,2.59142,2.59047,0.00025,0.0005,0,0,0,0.99975,0.99925,0.9995,0.99925,0.99875
