x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe,random_deadline_vio,norm_deadline_vio,qoe_deadline_vio,exhaustive_deadline_vio,ga_deadline_vio,random_semantic_vio,norm_semantic_vio,qoe_semantic_vio,exhaustive_semantic_vio,ga_semantic_vio
-25,2.76311e+06,2.38786e+06,2.74804e+06,2.61752e+06,2.62493e+06,7.61994,8.12648,7.05546,7.49508,7.43279,0.375,0.475,0.2625,0.35,0.3375,1,1,1,1,1
-22.1429,2.6263e+06,2.99738e+06,2.98639e+06,2.84809e+06,2.89873e+06,7.49501,7.93122,6.49044,7.55836,7.558,0.35,0.4375,0.15,0.3625,0.3625,1,1,1,1,1
-19.2857,2.82627e+06,3.04507e+06,3.13458e+06,2.95756e+06,2.95756e+06,6.86787,7.49186,5.86458,6.67939,6.67939,0.225,0.35,0.025,0.1875,0.1875,1,1,1,1,1
-16.4286,2.93797e+06,2.82241e+06,3.09081e+06,3.02471e+06,2.984e+06,6.24165,6.61764,5.7382,6.24046,6.17889,0.1,0.175,0,0.1,0.0875,1,1,1,1,1
-13.5714,2.75838e+06,3.10151e+06,2.9526e+06,2.94449e+06,2.99425e+06,5.86801,5.9273,5.7404,5.99011,5.99015,0.025,0.0375,0,0.05,0.05,1,1,1,1,1
-10.7143,3.21648e+06,3.06233e+06,3.03775e+06,3.30892e+06,3.23025e+06,5.7401,5.80277,5.74223,5.73867,5.73851,0,0.0125,0,0,0,1,1,1,1,1
-7.85714,3.53516e+06,3.00146e+06,3.6447e+06,3.50955e+06,3.53397e+06,5.73758,5.74184,5.73875,5.73882,5.73813,0,0,0,0,0,1,1,1,1,1
-5,3.38317e+06,3.14838e+06,3.72467e+06,3.80734e+06,3.8202e+06,5.74027,5.7412,5.74159,5.73844,5.73843,0,0,0,0,0,1,1,1,1,1
