x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
4,4.35482e+06,5.58326e+06,5.47379e+06,5.16226e+06,5.14997e+06,2.22404,2.06834,2.06777,2.15665,2.1466
5,4.04875e+06,4.52002e+06,4.84998e+06,4.52186e+06,4.61362e+06,2.47107,2.48323,2.44215,2.51931,2.51788
6,3.64638e+06,3.94677e+06,4.43567e+06,3.85973e+06,3.89631e+06,2.55836,2.55827,2.54969,2.57438,2.56709
7,3.37192e+06,3.37796e+06,3.74458e+06,3.5844e+06,3.56844e+06,2.59176,2.58571,2.59145,2.57919,2.58512
