x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
-20,2.53394e+06,2.723e+06,2.84824e+06,2.71817e+06,2.77533e+06,4.79786,5.49952,3.29489,4.79779,4.79768
-15,2.93484e+06,2.95281e+06,2.77709e+06,2.87104e+06,2.79325e+06,3.69514,3.99466,2.59437,3.59427,3.59529
-10,2.92563e+06,2.73218e+06,3.01357e+06,2.96981e+06,2.8556e+06,2.59371,2.59451,2.59375,2.59289,2.5939
-5,3.11457e+06,3.1037e+06,3.45101e+06,3.2346e+06,3.2346e+06,2.59325,2.59291,2.5935,2.5932,2.5932
0,3.78113e+06,3.37646e+06,4.14102e+06,4.17935e+06,4.0886e+06,2.59212,2.59363,2.59345,2.59235,2.59248
