x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe,random_deadline_vio,norm_deadline_vio,qoe_deadline_vio,exhaustive_deadline_vio,ga_deadline_vio,random_semantic_vio,norm_semantic_vio,qoe_semantic_vio,exhaustive_semantic_vio,ga_semantic_vio
-25,740116,771999,773463,773755,772569,13.2612,13.3848,12.6467,12.6275,12.6722,0.466667,0.475,0.425,0.425,0.425,1,1,1,1,1
-22.1429,748385,772811,776130,776545,773747,12.415,13.0631,11.6789,11.7274,11.8297,0.408333,0.454167,0.358333,0.3625,0.366667,1,1,1,1,1
-19.2857,742726,774465,784820,785653,776640,11.6364,12.687,10.5002,10.5518,11.1696,0.354167,0.429167,0.275,0.279167,0.320833,1,1,1,1,1
-16.4286,754941,776364,784376,785879,779006,10.981,11.8604,9.67982,10.1393,10.1123,0.308333,0.370833,0.216667,0.25,0.245833,1,1,1,1,1
-13.5714,788731,782134,804065,805298,789508,9.15589,10.6763,7.68656,8.50149,8.39627,0.179167,0.2875,0.075,0.133333,0.125,1,1,1,1,1
-10.7143,801865,793978,836237,838304,807981,8.97417,9.84983,7.2766,8.49972,7.45693,0.166667,0.229167,0.0458333,0.133333,0.0583333,1,1,1,1,1
-7.85714,813731,807641,872053,873115,828976,7.86294,9.50025,6.80737,7.62373,7.28082,0.0875,0.204167,0.0125,0.0708333,0.0458333,1,1,1,1,1
-5,858630,839795,940459,940598,866184,7.33591,8.27186,6.63149,6.74813,6.75257,0.05,0.116667,0,0.00833333,0.00833333,1,1,1,1,1
