x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
-25,2.80101e+06,2.55117e+06,3.0406e+06,2.90702e+06,6.30702,6.09238,6.08399,5.74574
-22.1429,3.22134e+06,2.91908e+06,3.53886e+06,3.34195e+06,6.30683,6.09222,6.08378,5.74557
-19.2857,3.69832e+06,3.37815e+06,4.06433e+06,3.8197e+06,6.3066,6.09203,6.08352,5.74535
-16.4286,4.18284e+06,3.88589e+06,4.5459e+06,4.30681e+06,6.30633,6.09179,6.08321,5.74506
-13.5714,4.62137e+06,4.37788e+06,4.92961e+06,4.73502e+06,6.30605,6.09151,6.08291,5.74476
-10.7143,4.97386e+06,4.79381e+06,5.19838e+06,5.11113e+06,6.30577,6.09121,6.0743,5.74447
-7.85714,5.22656e+06,5.10297e+06,5.36709e+06,5.36504e+06,6.30553,6.09093,5.95114,5.74421
-5,5.39036e+06,5.30867e+06,5.45696e+06,5.5502e+06,6.30534,6.09071,5.77384,5.744
