x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
-25,2.75493e+06,2.78373e+06,2.84251e+06,2.85638e+06,8.37863,8.56326,7.48461,7.78285
-22.5,2.73475e+06,2.83975e+06,2.87876e+06,2.85791e+06,7.95849,8.3716,6.84915,7.32797
-20,2.77334e+06,2.82688e+06,2.85999e+06,2.80645e+06,7.61583,7.9566,6.35511,6.89606
-17.5,2.77352e+06,2.77053e+06,2.90822e+06,2.78902e+06,7.29934,7.3999,6.21714,6.60454
-15,2.80253e+06,2.833e+06,3.01781e+06,2.81643e+06,6.76513,6.77047,6.14172,6.16294
-12.5,2.93879e+06,2.87395e+06,3.149e+06,2.90421e+06,6.63629,6.43921,6.21664,5.97181
-10,3.11903e+06,2.9235e+06,3.30019e+06,2.9512e+06,6.60146,6.24209,6.2424,5.89371
-7.5,3.2461e+06,3.02903e+06,3.6055e+06,3.1386e+06,6.57618,6.30747,6.23801,5.89634
-5,3.46534e+06,3.22048e+06,3.94168e+06,3.31232e+06,6.47002,6.24779,6.21303,5.88398
