x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
-25,2.80101e+06,2.55117e+06,3.0406e+06,3.22079e+06,11.8934,11.9433,11.6585,11.4475
-22.1429,3.22134e+06,2.91908e+06,3.53886e+06,3.65816e+06,11.6175,11.7,11.3358,11.1595
-19.2857,3.69832e+06,3.37815e+06,4.06433e+06,4.146e+06,11.3071,11.402,10.9943,10.8442
-16.4286,4.18284e+06,3.88589e+06,4.5459e+06,4.60147e+06,10.9914,11.0725,10.6789,10.5379
-13.5714,4.62137e+06,4.37788e+06,4.92961e+06,5.00693e+06,10.7042,10.7514,10.4256,10.2648
-10.7143,4.97386e+06,4.79381e+06,5.18952e+06,5.31406e+06,10.4717,10.4778,10.2256,10.0513
-7.85714,5.22656e+06,5.10297e+06,5.3245e+06,5.53954e+06,10.304,10.273,10.0383,9.88372
-5,5.39036e+06,5.30867e+06,5.36648e+06,5.69205e+06,10.1948,10.136,9.93152,9.77398
