x_val,random_sum_rate,norm_sum_rate,proposed_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,proposed_avg_qoe,ga_avg_qoe
3,4.95204e+06,5.31403e+06,4.6652e+06,6.36925e+06,3.15142,2.46191,2.68153,1.1458
4,4.86811e+06,5.32439e+06,4.96561e+06,6.23385e+06,4.86545,4.17428,4.18538,2.66969
5,4.80484e+06,4.83778e+06,5.07569e+06,5.97771e+06,6.43836,6.36061,5.65965,4.63263
6,4.78524e+06,4.61592e+06,5.05541e+06,5.69023e+06,7.63513,7.75116,6.98003,6.28302
7,4.67045e+06,4.41996e+06,5.02694e+06,5.45603e+06,8.6074,8.7896,8.01213,7.54311
8,4.60716e+06,4.32273e+06,4.95696e+06,5.22978e+06,9.30417,9.45802,8.79862,8.45895
