x_val,random_sum_rate,norm_sum_rate,qoe_sum_rate,exhaustive_sum_rate,ga_sum_rate,random_avg_qoe,norm_avg_qoe,qoe_avg_qoe,exhaustive_avg_qoe,ga_avg_qoe
2,513821,530109,533175,533511,532849,13.5444,14.6332,13.2133,13.1957,13.224
3,735249,794089,797679,798396,794705,11.6481,11.7269,10.2295,10.5326,10.4074
4,951911,1.05496e+06,1.0596e+06,1.06031e+06,793725,10.7923,10.7067,8.58597,8.97146,11.2735
5,1.14293e+06,1.31573e+06,1.32072e+06,1.32139e+06,794580,9.69586,8.83001,7.02295,7.41031,10.9619
6,1.27408e+06,1.57819e+06,1.5782e+06,1.5782e+06,794257,8.82102,6.63091,6.63091,6.63091,10.8801
7,1.26463e+06,1.5782e+06,1.5782e+06,1.5782e+06,793344,8.90829,6.63091,6.63091,6.63091,11.1142
8,1.26495e+06,1.5782e+06,1.57819e+06,1.5782e+06,793800,8.58984,6.63091,6.63091,6.63091,10.88
10,1.41349e+06,1.5782e+06,1.5782e+06,1.5782e+06,793382,7.57358,6.63091,6.63091,6.63091,10.5695
